Multi-Modal Geometric Learning for Grasping and Manipulation,144
Online Continuous Mapping Using Gaussian Process Implicit Surfaces,148
A Compliant and Precise Pneumatic Rotary Drive Using Pneumatic Artificial Muscles in a Swash Plate Design,150
Team-Based Robot Righting via Pushing and Shell Design,151
Autonomous Latching System for Self-driving Robotic Boats,152
Reshaping Particle Configurations by Collisions with Rigid Objects,153
Learning to Capture a Film-Look Video with a Camera Drone,155
Chance Constrained Motion Planning for High-Dimensional Robots,156
Design and Experimental Validation of a 2DOF Sidestick Powered by Hyper-Redundant Magnetorheological Actuators Providing Active Feedback,163
Robotic Endoscopy System (easyEndo) with a Robotic Arm Mountable on a Conventional Endoscope,165
RoPose-Real - Real World Dataset Acquisition for Data-Driven Industrial Robot Arm Pose Estimation,170
Analyzing Electromagnetic Actuator Based on Force Analysis,174
Stiffness-Tuneable Limb Segment with Flexible Spine for Malleable Robots,175
Door Opening and Traversal with an Industrial Cartesian Impedance Controlled Mobile Robot,179
Improving Dual-Arm Assembly by Master-Slave Compliance,180
Design and Testing of a New Cell Microinjector with Embedded Soft Force Sensor,181
Design and Control of a Passively Morphing Quadcopter,185
Closing the Sim-To-Real Loop - Adapting Simulation Randomization with Real World Experience,190
Learning Ad-Hoc Compact Representations from Salient Landmarks for Visual Place Recognition in Underwater Environments,193
An Actively Controlled Variable Stiffness Structure Via Layer Jamming and Pneumatic Actuation,196
High-Speed Ring Insertion by Dynamic Observable Contact Hand,204
Sensorless Force Control of Automated GrindingDeburring Using an Adjustable Force Regulation Mechanism,206
A Variational Observation Model of 3D Object for Probabilistic Semantic SLAM,212
Trust Regions for Safe Sampling-Based Model Predictive Control,214
Velocity Constrained Trajectory Generation for a Collinear Mecanum Wheeled Robot,215
Exploiting a Human-Aware World Model for Dynamic Task Allocation in Flexible Human-Robot Teams,216
Automatic Labeled LiDAR Data Generation Based on Precise Human Model,222
eRTIS - A Fully Embedded Real Time 3D Imaging Sonar Sensor for Robotic Applications,226
Personalized Online Learning and Classification of Whole-Body Motions Using Multiple Inertial Measurement Units,233
Improving Incremental Planning Performance through Overlapping Replanning and Execution,235
Tightly Coupled 3D Lidar Inertial Odometry and Mapping,239
Vibration Control for Manipulators on a Translationally Flexible Base,243
Towards Learning Abstract Representations for Locomotion Planning in High-Dimensional State Spaces,245
Online Object and Task Learning Via Human Robot Interaction,246
I Can See Clearly Now - Image Restoration Via De-Raining,248
Robots Learn Social Skills - End-To-End Learning of Co-Speech Gesture Generation for Humanoid Robots,250
Fast Stochastic Functional Path Planning in Occupancy Maps,251
Active Constraints for Tool-Shaft Collision Avoidance in Minimally Invasive Surgery,253
A Defect Identification Approach of Operations for the Driving Element of Multi-Duty Parallel Manipulators,254
Reconfigurable Network for Efficient Inferencing in Autonomous Vehicles,255
A Linear-Complexity EKF for Visual-Inertial Navigation with Loop Closures,257
Cannot Avoid Penalty Lets Minimize,264
Streamlines for Motion Planning in Underwater Currents,268
A Novel Reconfigurable Revolute Joint with Adjustable Stiffness,274
Multi-Modal Generative Models for Learning Epistemic Active Sensing,276
Generation of Stealth Walking Gait on Low-Friction Road Surface,280
Improving Drone Localisation Around Wind Turbines Using Monocular Model-Based Tracking,284
Hierarchical Depthwise Graph Convolutional Neural Network for 3D Semantic Segmentation of Point Clouds,286
Methodology of Designing Multi-Agent Robot Control Systems Utilising Hierarchical Petri Nets,288
Scanning the Internet for ROS - A View of Security in Robotics Research,291
Robotic Orientation Control of Deformable Cells,297
Expectation-Maximization for Adaptive Mixture Models in Graph Optimization,299
FMD Stereo SLAM - Fusing MVG and Direct Formulation towards Accurate and Fast Stereo SLAM,306
Self-Supervised Surgical Tool Segmentation Using Kinematic Information,307
Design and Formal Verification of a Safe Stop Supervisor for an Automated Vehicle,310
Modeling and Planning Manipulation in Dynamic Environments,314
Lidar Measurement Bias Estimation Via Return Waveform Modelling in a Context of 3D Mapping,317
Fast Radar Motion Estimation with a Learnt Focus of Attention Using Weak Supervision,320
Probably Unknown - Deep Inverse Sensor Modelling in Radar,322
Rorg - Service Robot Software Management with Linux Containers,326
Augmented Reality Assisted Instrument Insertion and Tool Manipulation for the First Assistant in Robotic Surgery,327
Sim-To-Real Transfer Learning Using Robustified Controllers in Robotic Tasks Involving Complex Dynamics,329
Kinematically Redundant (63)-Dof Hybrid Parallel Robot with Large Orientational Workspace and Remotely Operated Gripper,331
The Robust Canadian Traveler Problem Applied to Robot Routing,334
Trajectory-Based Probabilistic Policy Gradient for Learning Locomotion Behaviors,335
Localization with Sliding Window Factor Graphs on Third-Party Maps for Automated Driving,336
LineRanger Analysis and Field Testing of an Innovative Robot for Efficient Assessment of Bundled High-Voltage Powerlines,337
DeepSignals - Predicting Intent of Drivers through Visual Attributes,340
Structured Domain Randomization - Bridging the Reality Gap by Context-Aware Synthetic Data,341
Nonlinear System Identification of Soft Robot Dynamics Using Koopman Operator Theory,343
Visual Diver Recognition for Underwater Human-Robot Collaboration,345
Dynamic Period-Two Gait Generation in a Hexapod Robot Based on the Fixed-Point Motion of a Reduced-Order Model,352
Sensor-Failure-Resilient Multi-IMU Visual-Inertial Navigation,353
Learning To Grasp Under Uncertainty Using POMDPs,354
Enabling Identity-Aware Tracking Via Fusion of Visual and Inertial Features,355
Autonomous Tissue Manipulation via Surgical Robot Using Learning Based Model Predictive Control,357
Flying STAR a Hybrid Crawling and Flying Sprawl Tuned Robot,359
A New Approach to Local Navigation for Autonomous Driving Vehicles Based on the Curvature Velocity Method,362
Risk Averse Robust Adversarial Reinforcement Learning,364
Predicting Vehicle Behaviors Over an Extended Horizon Using Behavior Interaction Network,366
Who Takes What - Using RGB-D Camera and Inertial Sensor for Unmanned Monitor,367
Radar-only ego-motion estimation in difficult settings via graph matching,368
LookUP - Vision-Only Real-Time Precise Underground Localisation for Autonomous Mining Vehicles,371
Efficient Obstacle Rearrangement for Object Manipulation Tasks in Cluttered Environments,373
Bounded Collision Force by the Sobolev Norm,374
Distortion-free Robotic Surface-drawing using Conformal Mapping,376
Uncertainty Estimation for Projecting Lidar Points Onto Camera Images for Moving Platforms,378
Surgical Instrument Segmentation for Endoscopic Vision with Data Fusion of CNN Prediction and Kinematic Pose,380
Pneumatically Actuated Deployable Tissue Distension Device for NOTES for Colon,383
Efficient Integrity Monitoring for KF-Based Localization,389
SweepNet - Wide-Baseline Omnidirectional Depth Estimation,390
Inkjet Printable Actuators and Sensors for Soft-bodied Crawling Robots,393
Guaranteed Active Constraints Enforcement on Point Cloud-Approximated Regions for Surgical Applications,394
3D Surface Reconstruction Using a Two-Step Stereo Matching Method Assisted with Five Projected Patterns,395
Learning from Extrapolated Corrections,397
A New Robot Skating on Water Surface Intimating Water Striders Based on Flexible Driving Mechanism,399
Assembly of Multilayered Hepatic Lobule-Like Vascular Network by Using Heptapole Magnetic Tweezer,405
Dynamic Manipulation of Flexible Objects with Torque Sequence Using a Deep Neural Network,408
Distant Vehicle Detection Using Radar and Vision,409
Point Cloud Compression for 3D LiDAR Sensor Using Recurrent Neural Network with Residual Blocks,412
Graduated Fidelity Lattices for Motion Planning under Uncertainty,413
Multimodal Policy Search Using Overlapping Mixtures of Sparse Gaussian Process Prior,417
Goal-Driven Navigation for Non-Holonomic Multi-Robot System by Learning Collision,420
Designing an Accurate and Customizable Epidural Anaesthesia Haptic Simulator,421
Asymmetric Local Metric Learning with PSD Constraint for Person Re-Identification,423
Active Multi-Contact Continuous Tactile Exploration with Gaussian Process Differential Entropy,424
Multi-View Picking - Next-Best-View Reaching for Improved Grasping in Clutter,427
Exploiting Human and Robot Muscle Synergies for Human-In-The-Loop Optimization of EMG-Based Assistive Strategies,428
Road Detection through CRF based LiDAR-Camera Fusion,431
Real-Time Model Based Path Planning for Wheeled Vehicles,434
Leveraging Temporal Reasoning for Policy Selection in Learning from Demonstration,435
CartesIO - A ROS Based Real-Time Capable Cartesian Control Framework,442
Incorporating End-To-End Speech Recognition Models for Sentiment Analysis,445
Self-Modifying Morphology Experiments with DyRET - Dynamic Robot for Embodied Testing,446
Probabilistic Active Filtering for Object Search in Clutter,447
Improving Keypoint Matching Using a Landmark-Based Image Representation,448
Resolved Viscoelasticity Control Considering Singularity for Knee-Stretched Walking of a Humanoid,450
Multimodal Spatio-Temporal Information in End-To-End Networks for Automotive Steering Prediction,451
Online Multilayered Motion Planning with Dynamic Constraints for Autonomous Underwater Vehicles,452
Robust 3D Object Classification by Combining Point Pair Features and Graph Convolution,456
Visual Repetition Sampling for Robot Manipulation Planning,465
Adding Cues to Binary Feature Descriptors for Visual Place Recognition,467
Autonomous Cooperative Flight of Rigidly Attached Quadcopters,468
A Novel Force Sensor with Zero Stiffness at Contact Transition Based on Optical Line Generation,469
Performance Metrics for a Robotic Actuation System Using Static and Mobile Electromagnets,475
Merging Position and Orientation Motion Primitives,476
A Fast and Robust 3D Person Detector and Posture Estimator for Mobile Robotic Applications,477
Energy Budget Transaction Protocol for Distributed Robotic Systems,481
Position Control of Medical Cable-Driven Flexible Instruments by Combining Machine Learning and Kinematic Analysis,485
Robot Localization Based on Aerial Images for Precision Agriculture Tasks in Crop Fields,486
A Bio-Robotic Remora Disc with Attachment and Detachment Capabilities for Reversible Underwater Hitchhiking,487
Disturbance Compensation Based Control for an Indoor Blimp Robot,494
Automated Models of Human Everyday Activity Based on Game and Virtual Reality Technology,499
Factored Contextual Policy Search with Bayesian Optimization,501
Fabrication and Characterization of Muscle Rings Using Circular Mould and Rotary Electrical Stimulation for Bio-Syncretic Robots,502
Learning Haptic Exploration Schemes for Adaptive Task Execution,504
Every Hop Is an Opportunity - Quickly Classifying and Adapting to Terrain During Targeted Hopping,506
Fast and Robust Initialization for Visual-Inertial SLAM,508
Hydraulically-Actuated Compliant Revolute Joint for Medical Robotic Systems Based on Multimaterial Additive Manufacturing,510
Bonnet - An Open-Source Training and Deployment Framework for Semantic Segmentation in Robotics using CNNs,520
Robotic Control of a Multi-Modal Rigid Endoscope Combining Optical Imaging with All-Optical Ultrasound,521
ScalableFusion - High-Resolution Mesh-Based Real-Time 3D Reconstruction,522
EasyLabel - A Semi-Automatic Pixel-Wise Object Annotation Tool for Creating Robotic RGB-D Datasets,523
Cell Injection Microrobot Development and Evaluation in Microfluidic Chip,525
One-Shot Learning of Multi-Step Tasks from Observation Via Activity Localization in Auxiliary Video,527
A Flexible Low-Cost Biologically Inspired Sonar Sensor Platform for Robotic Applications,531
Tele-Echography Using a Two-Layer Teleoperation Algorithm with Energy Scaling,532
Discontinuity-Sensitive Optimal Control Learning by Mixture of Experts,535
Sliding Mode Momentum Observers for Estimation of External Torques and Joint Acceleration,538
Enabling Technology for Safe Robot-Assisted Retinal Surgery - Early Warning for Unsafe Scleral Force,540
Real-Time Intent Prediction of Pedestrians for Autonomous Ground Vehicles Via Spatio-Temporal DenseNet,547
High-Precision Localization Using Ground Texture,549
Approximate Probabilistic Security for Networked Multi-Robot Systems,551
Actively Improving Robot Navigation on Different Terrains Using Gaussian Process Mixture Models,552
State Estimation in Contact-Rich Manipulation,554
On Parameter Estimation of Space Manipulator Systems with Flexible Joints Using the Energy Balance,555
Needle Localization for Robot-Assisted Subretinal Injection Based on Deep Learning,556
KO-Fusion - Dense Visual SLAM with Tightly-Coupled Kinematic and Odometric Tracking,561
Deep Multi-Sensory Object Category Recognition Using Interactive Behavioral Exploration,563
Online Adaptation of Uncertain Models Using Neural Network Priors and Partially Observable Planning,564
A Parallel Low-Impedance Sensing Approach for Highly Responsive Physical Human-Robot Interaction,570
Feasible Coordination of Multiple Homogeneous or Heterogeneous Mobile Vehicles with Various Constraints,575
Deformation-based shape control with a multirobot system,576
Kinematic Analysis of a 4-DOF Parallel Mechanism with Large Translational and Orientational Workspace,579
ClusterNav - Learning-Based Robust Navigation Operating in Cluttered Environments,580
Experimental Assessment of Plume Mapping Using Point Measurements from Unmanned Vehicles,582
A New Overloading Fatigue Model for Ergonomic Risk Assessment with Application to Human-Robot Collaboration,584
Safe Human Robot Cooperation in Task Performed on the Shared Load,587
Studies on Positioning Manipulators Actuated by Solid Media Transmissions,588
Learning Scene Geometry for Visual Localization in Challenging Conditions,589
Robotic Joint Control System based on Analogue Spiking Neural Networks and SMA Actuators,591
Robust Generalized Point Set Registration Using Inhomogeneous Hybrid Mixture Models Via Expectation Maximization,593
CNN-SVO - Improving the Mapping in Semi-Direct Visual Odometry Using Single-Image Depth Prediction,595
Model Based in Situ Calibration with Temperature Compensation of 6 Axis Force Torque Sensors,598
Learning Robust Manipulation Skills with Guided Policy Search Via Generative Motor Reflexes,600
Development of a Strain Gauge Based Disturbance Estimation and Compensation Technique for a Wheeled Inverted Pendulum Robot,601
Group Surfing - A Pedestrian-Based Approach to Sidewalk Robot Navigation,602
Semiparametrical Gaussian Processes Learning of Forward Dynamical Models for Navigating in a Circular Maze,604
A Lightweight Force-Controllable Wearable Arm Based on Magnetorheological-Hydrostatic Actuators,605
Robotic Bronchoscopy Drive Mode of the Auris Monarch Platform,606
Multi-Task Template Matching for Object Detection Segmentation and Pose Estimation Using Depth Images,609
Synthesis of Real-Time Observers from Past-Time Linear Temporal Logic and Timed Specification,611
Laparoscopy Instrument Tracking for Single View Camera and Skill Assessment,612
Learning Action Representations for Self-supervised Visual Exploration,613
Human-Inspired Balance Model to Account for Foot-Beam Interaction Mechanics,614
A Practical Approach to Insertion with Variable Socket Position Using Deep Reinforcement Learning,617
A Simple Adaptive Tracker with Reminiscences,619
Ascento - A Two-Wheeled Jumping Robot,620
EMG-Controlled Non-Anthropomorphic Hand Teleoperation Using a Continuous Teleoperation Subspace,621
Non-Parametric Imitation Learning of Robot Motor Skills,622
Data-Driven Gait Segmentation for Walking Assistance in a Lower-Limb Assistive Device,623
Robustness to Out-Of-Distribution Inputs Via Task-Aware Generative Uncertainty,634
Robust Object-Based SLAM for High-Speed Autonomous Navigation,636
Intent-Uncertainty-Aware Grasp Planning for Robust Robot Assistance in Telemanipulation,637
Design and Evaluation of an Energy-Saving Drive for a Versatile Robotic Gripper,638
Controller Synthesis for Discrete-Time Hybrid Polynomial Systems Via Occupation Measures,641
Recursive Bayesian Classi64257cation for Perception of Evolving Targets Using a Gaussian Toroid Prediction Model,644
Support Surface Estimation for Legged Robots,646
Fault-tolerant Flight Control of a VTOL Tailsitter UAV,647
Recursive Integrity Monitoring for Mobile Robot Localization Safety,648
A Four-Magnet System for 2D Wireless Open-Loop Control of Microrobots,649
SpaceBok - A Dynamic Legged Robot for Space Exploration,651
Characterizing the Effects of Reduced Gravity on Rover Wheel-Soil Interactions Using Computer Vision Techniques,652
Learning-driven Coarse-to-Fine Articulated Robot Tracking,654
A Scalable Framework For Real-Time Multi-Robot Multi-Human Collision Avoidance,658
SuperDepth - Self-Supervised Super-Resolved Monocular Depth Estimation,660
Dynamic Stepping on Unknown Obstacles with Upper-Body Compliance and Angular Momentum Damping from the Reaction Null-Space,661
Generalized Controllers in POMDP Decision-Making,663
A Heuristic for Task Allocation and Routing of Heterogeneous Robots while Minimizing Maximum Travel Cost,665
Safe and Complete Real-Time Planning and Exploration in Unknown Environments,666
Learning Primitive Skills for Mobile Robots,667
Sound-Indicated Visual Object Detection for Robotic Exploration,668
Visual Representations for Semantic Target Driven Navigation,669
Online Learning for Proactive Obstacle Avoidance with Powered Transfemoral Prostheses,670
Visual-Inertial Navigation - A Concise Review,674
Improved A-Search Guided Tree Construction for Kinodynamic Planning,677
Constrained Feedback Control by Prioritized Multi-Objective Optimization,678
Uncertainty-Aware Data Aggregation for Deep Imitation Learning,679
A GPU Based Parallel Genetic Algorithm for the Orientation Optimization Problem in 3D Printing,681
Customizing Object Detectors for Indoor Robots,682
Visual Guidance and Automatic Control for Robotic Personalized Stent Graft Manufacturing,684
Deep Learning Based Motion Prediction for Exoskeleton Robot Control in Upper Limb Rehabilitation,685
Algorithmic Resolution of Multiple Impacts in Nonsmooth Mechanical Systems with Switching Constraints,689
Finding Divers with SCUBANet,691
Non-Parametric Informed Exploration for Sampling-Based Motion Planning,693
Coordinating Multi-Robot Systems through Environment Partitioning for Adaptive Informative Sampling,694
Interaction-Aware Multi-Agent Reinforcement Learning for Mobile Agents with Individual Goals,695
Uncertainty-Aware Occupancy Map Prediction Using Generative Networks for Robot Navigation,697
Real-Time Joint Semantic Segmentation and Depth Estimation Using Asymmetric Annotations,699
Illumination Robust Monocular Direct Visual Odometry for Outdoor Environment Mapping,700
Experimental Validation of High-Efficiency Hydraulic Direct-Drive System for a Biped Humanoid Roboti 12 Comparison with Valve-Based Control System,702
OffsetNet - Deep Learning for Localization in the Lung Using Rendered Images,703
Optimal Path Planning for W-Regular Objectives with Abstraction-Refinement,704
Semantic Predictive Control for Interpretable and Efficient Policy Learning,705
Mini Cheetah - A Platform for Pushing the Limits of Dynamic Quadruped Control,708
Orienting Oocytes Using Vibrations for In-Vitro Fertilization Procedures,716
GEN-SLAM - Generative Modeling for Monocular Simultaneous Localization and Mapping,717
Adaptive Variance for Changing Sparse-Reward Environments,720
Uncertainty Aware Learning from Demonstrations in Multiple Contexts using Bayesian Neural Networks,722
Model Reference Adaptive Control of a Two-Wheeled Mobile Robot,728
Learning Robust Manipulation Strategies with Multimodal State Transition Models and Recovery Heuristics,730
Passive Dynamic Object Locomotion by Rocking and Walking Manipulation,739
Informed Information Theoretic Model Predictive Control,742
Exploiting Trademark Databases for Robotic Object Fetching,743
Data Driven Inverse Kinematics of Soft Robots Using Local Models,745
Integrity Risk-Based Model Predictive Control for Mobile Robots,746
Online Estimation of Ocean Current from Sparse GPS Data for Underwater Vehicles,747
Model-free Online Motion Adaptation for Optimal Range and Endurance of Multicopters,750
The Importance of Metric Learning for Robotic Vision - Open Set Recognition and Active Learning,753
Build Your Own Hybrid thermalEO Camera for Autonomous Vehicle,754
Dynamic Obstacles Detection for Robotic Soil Explorations,762
Reactive Walking Based on Upper-Body Manipulability - An Application to Intention Detection and Reaction,764
Liability Ethics and Culture-Aware Behavior Specification Using Rulebooks,780
A Comparison of CNN-Based and Hand-Crafted Keypoint Descriptors,782
IN2LAMA - INertial Lidar Localisation and MApping,783
Fast Instance and Semantic Segmentation Exploiting Local Connectivity Metric Learning and One-Shot Detection for Robotics,789
Accurate Direct Visual-Laser Odometry with Explicit Occlusion Handling and Plane Detection,798
Automated Cell Patterning System with a Microchip Using Dielectrophoresis,801
Discrete Rotation Equivariance for Point Cloud Recognition,803
Coverage Path Planning in Belief Space,808
The Doctor will See You Now - Could a Robot Be a medical Receptionist,816
Large-Scale Object Mining for Object Discovery from Unlabeled Video,817
Flight Testing Boustrophedon Coverage Path Planning for Fixed Wing UAVs in Wind,821
Mixed-Granularity Human-Swarm Interaction,822
Handling Robot Constraints within a Set-Based Multi-Task Priority Inverse Kinematics Framework,824
Generalization through Simulation - Integrating Simulated and Real Data into Deep Reinforcement Learning for Vision-Based Autonomous Flight,826
Improved Proximity Contact and Force Sensing Via Optimization of Elastomer-Air Interface Geometry,827
Detect in RGB Optimize in Edge - Accurate 6D Pose Estimation for Texture-Less Industrial Parts,836
A Reconfigurable Variable Stiffness Manipulator by a Sliding Layer Mechanism,840
Echinoderm Inspired Variable Stiffness Soft Actuator with Connected Ossicle Structure,841
A Friction-Based Kinematic Model for Skid-Steer Wheeled Mobile Robots,844
Robust Object Grasping in Clutter Via Singulation,846
OmniDRL - Robust Pedestrian Detection Using Deep Reinforcement Learning on Omnidirectional Cameras,850
Safe Teleoperation of a Laparoscope Holder with Dynamic Precision but Low Stiffness,851
Empty Cities - Image Inpainting for a Dynamic-Object-Invariant Space,856
Spatiotemporal and Kinetic Gait Analysis System Based on Multisensor Fusion of Laser Range Sensor and Instrumented Insoles,857
Semantic Mapping for View-Invariant Relocalization,860
Robotic Forceps without Position Sensors Using Visual SLAM,862
Manipulation Using Microrobot Driven by Optothermally Generated Surface Bubble,864
Environment Driven Underwater Camera-IMU Calibration for Monocular Visual-Inertial SLAM,867
Improving Collective Decision Accuracy Via Time-Varying Cross-Inhibition,868
BLVD - Building a Large-Scale 5D Semantics Benchmark for Autonomous Driving,871
Path Following Controller for Differentially Driven Planar Robots with Limited Torques and Uncertain and Changing Dynamics,873
Solving Methods for Multi-Robot Missions Planning with Energy Capacity Consideration,875
Improved Optical Flow for Gesture-Based Human Robot Interaction,878
Plug-And-Play - Improve Depth Prediction Via Sparse Data Propagation,879
Customized Object Recognition and Segmentation by One Shot Learning with Human Robot Interaction,883
Fast Terminal Sliding Mode Super Twisting Controller for Position and Altitude Tracking of the Quadrotor,887
Continuous Value Iteration (CVI) Reinforcement Learning and Imaginary Experience Replay (IER) for Learning Multi-Goal Continuous Action and State Space Controllers,888
Gaussian Processes Model-Based Control of Underactuated Balance Robots,890
Set-Based Inverse Kinematics Control of an Anthropomorphic Dual Arm Aerial Manipulator,892
Optimization-Based Terrain Analysis and Path Planning in Unstructured Environments,893
Designing a Personality-Driven Robot for a Human-Robot Interaction Scenario,894
Dense 3D Visual Mapping Via Semantic Simplification,897
Mobile Robotic Painting of Texture,900
Redundant Perception and State Estimation for Reliable Autonomous Racing,903
Diffraction-Aware Sound Localization for a Non-Line-Of-Sight Source,904
Incremental Learning of Spatial-Temporal Features in Human Motion Patterns with Mixture Model for Planning Motion of a Collaborative Robot in,905
Semi Supervised Deep Quick Instance Detection and Segmentation,907
DFNet - Semantic Segmentation on Panoramic Images with Dynamic Loss Weights and Residual Fusion Block,908
MoveIt Task Constructor for Task-Level Motion Planning,911
Efficient Exact Collision Detection between Ellipsoids and Superquadrics via Closed-form Minkowski Sums,914
SEG-VoxelNet for 3D Vehicle Detection from RGB and LiDAR Data,916
Deep N-Shot Transfer Learning for Tactile Material Classification with a Flexible Pressure-Sensitive Skin,918
Realizing Learned Quadruped Locomotion Behaviors through Kinematic Motion Primitives,921
Sampling-Based Polytopic Trees for Approximate Optimal Control of Piecewise Affine Systems,923
A New Soft Fingertip Based on Electroactive Hydrogels,926
Active Damping of Parallel Robots Driven by Flexible Cables Using Cold-Gas Thrusters,931
Experiments with Human-inspired Behaviors in a Humanoid Robot - Quasi-static Balancing using Toe-off Motion and Stretched Knees,932
Controllability Pre-Verification of Silicon Soft Robots Based on Finite-Element Method,939
Passivity Based Control of Antagonistic Tendon-Driven Mechanism,946
Experimental Demonstration of High-Performance Robotic Balancing,947
Predicting the Layout of Partially Observed Rooms from Grid Maps,949
Development of Informative Path Planning for Inspection of the Hanford Tank Farm,951
Lazy Evaluation of Goal Specifications Guided by Motion Planning,953
Semantic Mapping Extension for OpenStreetMap Applied to Indoor Robot Navigation,954
Learning Discriminative Embeddings for Object Recognition On-The-Fly,955
Spatio-Temporal Representation for Long-Term Anticipation of Human Presence in Service Robotics,956
Adaptive H8734 Controller for Precise Manoeuvring of a Space Robot,957
Vision-Based Teleoperation of Shadow Dexterous Hand Using End-To-End Deep Neural Network,959
A Fleet of Miniature Cars for Experiments in Cooperative Driving,963
Design and Analysis of a Miniature Two-Wheg Climbing Robot with Robust Internal and External Transitioning Capabilities,966
Multirotor Dynamics Based Online Scale Estimation for Monocular SLAM,968
UWBLiDAR Fusion for Cooperative Range-Only SLAM,970
A Motion Planning Scheme for Cooperative Loading Using Heterogeneous Robotic Agents,973
Energy Optimal Control Allocation in a Redundantly Actuated Omnidirectional UAV,975
Versatile Reactive Bipedal Locomotion Planning through Hierarchical Optimization,977
A Supervised Approach to Predicting Noise in Depth Images,979
Practical Guide to Solve the Minimum-Effort Problem with Geometric Algorithms and B-Splines,991
Learning from Transferable Mechanics Models - Generalizable Online Mode Detection in Underactuated Dexterous Manipulation,996
Dynamic Hilbert Maps - Real-Time Occupancy Predictions in Changing Environments,999
Soft Hands with Embodied Constraints - The Soft ScoopGripper,1001
Robot Communication Via Motion - Closing the Human-Robot Interaction Loop Underwater,1003
Streaming Scene Maps for Co-Robotic Exploration in Bandwidth Limited Environments,1006
Design and Implementation of Computer Vision Based In-Row Weeding System,1007
Learning Monocular Visual Odometry through Geometry-Aware Curriculum Learning,1008
Designing Worm-Inspired Neural Networks for Interpretable Robotic Control,1009
POSEAMM - A Unified Framework for Solving Pose Problems Using an Alternating Minimization Method,1011
A Novel Robotic Suturing System for Flexible Endoscopic Surgery,1012
Diagonally-Decoupled Direct Visual Servoing,1018
Formal Policy Learning from Demonstrations for Reachability Properties,1019
Knowledge Is Never Enough - Towards Web Aided Deep Open World Recognition,1020
Model-Based On-Line Estimation of Time-Varying Nonlinear Joint Stiffness on an E-Series Universal Robots Manipulator,1021
A Novel Multi-Layer Framework for Tiny Obstacle Discovery,1026
Using Deep Reinforcement Learning to Learn High-Level Policies on the ATRIAS Biped,1027
Adaptive Critic Based Optimal Kinematic Control for a Robot Manipulator,1030
A Unified Framework for Mutual Improvement of SLAM and Semantic Segmentation,1036
Online Deep Learning for Improved Trajectory Tracking of Unmanned Aerial Vehicles Using Expert Knowledge,1038
Orientation-Aware Motion Planning in Complex Workspaces Using Adaptive Harmonic Potential Fields,1043
Leveraging Structural Regularity of Atlanta World for Monocular SLAM,1045
Adaptive Gait Planning for Walking Assistance Lower Limb Exoskeletons in Slope Scenarios,1046
Sleeve Pneumatic Artificial Muscles for Antagonistically Actuated Joints,1050
Manipulability Optimization Control of a Serial Redundant Robot for Robot-Assisted Minimally Invasive Surgery,1061
